comsol_index,frequency_real_Hz,frequency_imag_Hz,Q,Eoz1,Eoz0,Eoz_1,Eof1,Eof0,Eof_1,Forward,Backward,pml_fraction
81,1711.31713327279,89.4274304531031,9.56818911491718,3.73017292621063e-10,5.23699915349444e-11,6.91987748157646e-10,1.89027028574826e-09,1.74127253340325e-11,9.41805861056043e-10,0.333833566916819,0.663371702985367,NaN
82,1711.53061649496,89.3772021308519,9.57476054122395,6.4595952834282e-09,3.40213065754311e-09,5.9505986434249e-09,1.26877065250087e-08,5.89333610144912e-10,1.29121060525369e-08,0.408516486551421,0.484464305711967,NaN
83,1713.29469971443,84.6683287834887,10.1176834616378,7.90358082442644e-09,3.98976443426371e-09,8.08636280462114e-09,1.48258655918999e-08,1.31332821677098e-09,1.2787729001188e-08,0.395580395838704,0.512528266119164,NaN
84,1713.66802857564,85.1126780978615,10.0670550314801,2.13114389975418e-10,4.82476875376822e-11,9.03975826460041e-10,1.9053017805598e-09,6.81970707554372e-12,5.92666382548118e-10,0.182877763821823,0.760663928167397,NaN
85,1714.20191700681,105.242348814862,8.14406907632951,3.64632050616469e-05,5.77851874869006e-13,3.5938344817162e-05,3.56242744436504e-05,3.22987936337824e-12,3.61520597063071e-05,0.503624643832367,0.496323380992937,NaN
86,1715.30858420842,105.413784503935,8.13607343802554,3.58859917662287e-05,3.43034314035316e-08,3.53828699283935e-05,3.29883347336876e-05,1.63786136938358e-08,3.34419290935551e-05,0.503287500671275,0.496463531065704,NaN
87,1716.83335858729,138.038059874313,6.21869562695428,1.52660423195989e-10,5.69941381302078e-11,1.2470128393627e-10,2.63531295664086e-11,7.18764919538641e-12,1.41259435697096e-11,0.456580691975497,0.552862212407479,NaN
88,1716.86166439,138.021798574858,6.21953083540945,5.3206850904174e-10,3.33571971623525e-10,5.03049810887214e-10,1.46755962959763e-10,3.90212391939739e-11,9.05145466741997e-11,0.388742809330681,0.531163031767398,NaN
89,1716.98650959117,138.121253794841,6.21550435728559,1.46432774179523e-10,6.98771006043599e-11,1.92438223825631e-10,4.28740659668708e-11,1.59653835734697e-11,8.64592525368616e-11,0.358246985558245,0.295075354108052,NaN
90,1717.01111002859,138.099130104148,6.21658915857651,7.62299123057257e-10,4.28555518883979e-10,7.86148997777333e-10,2.73716383808057e-10,5.12570291374957e-11,4.08273647801233e-10,0.385583065070013,0.373293530190611,NaN
91,1721.45516704182,201.116183270533,4.27975297424521,3.6814640573564e-12,3.38934242750114e-12,3.24916929760196e-12,3.85490399240968e-13,3.64986164324382e-12,1.28573472730427e-11,0.356731850438414,0.0228199408537765,NaN
92,1721.46040024709,201.111442747758,4.2798668656716,2.09284916422783e-11,1.15492369944974e-11,1.03620517199852e-11,3.9856841142049e-12,1.84268129940979e-12,1.36459397186382e-12,0.488529387125473,0.55410908092313,NaN
93,1721.46858861474,201.108673772226,4.27994615131434,1.34724313130838e-12,6.41969830202531e-13,1.02217504317054e-12,1.56647682811499e-11,1.38413931349418e-12,3.96818160669645e-11,0.447382778045865,0.276124950821855,NaN
94,1721.47202706526,201.102095402372,4.28009470418715,1.8146006307241e-11,5.56832492394658e-12,2.25684027204392e-12,4.4356053761525e-12,3.47018270236249e-12,1.64140957626121e-12,0.69869802773368,0.464597627130249,NaN
95,1723.44716841991,279.398987874082,3.08420438730548,3.50038659162153e-12,1.5115098204608e-12,4.32661024846673e-13,1.65348240225682e-14,5.32708243432143e-14,8.79521753428207e-14,0.642914806606562,0.10481143586964,NaN
96,1723.44837680708,279.399389670718,3.08420211446816,1.7057236990089e-14,6.63645595102315e-15,3.74655490362899e-15,7.38159641053973e-13,7.91794260417467e-13,8.97023311806296e-12,0.621613809270238,0.0702996660612531,NaN
97,1723.45887463875,279.393953951541,3.08428090562345,6.93245471502133e-12,1.12711881787659e-12,2.05847677242246e-12,7.33924513720845e-14,2.69359031268065e-14,6.28919687891847e-14,0.68515717018881,0.449652652890232,NaN
98,1723.45904641634,279.395892641139,3.0842598116322,1.18771123192181e-14,6.25748442085716e-15,1.23408864016283e-14,1.30905869635879e-11,3.32020911172423e-12,2.01335434768346e-11,0.389726793304389,0.358211069731013,NaN
99,1724.1970962682,76.8396124262554,11.2194546655409,7.0986522451054e-10,1.6772427422347e-11,1.22040425399025e-09,1.37340798974199e-09,1.07293875828602e-12,9.01091941206081e-10,0.364586515755538,0.603543840773253,NaN
100,1725.0784126539,78.1084688502617,11.0428384914379,1.36326850451207e-08,5.78767364178109e-09,1.36072270226653e-08,1.21232538612259e-08,1.774092918767e-09,1.09029004468633e-08,0.412766623785392,0.4888360083805,NaN
101,1741.05995906829,435.321200308298,1.99974175141856,2.48501973667186e-19,7.3813952163274e-19,5.09649213431025e-20,4.22070081059835e-13,1.06380751850216e-13,2.26821123552018e-12,0.23949540951295,0.150919228255827,NaN
